2023-04-24 13:31:56,096 INFO    StreamThr :130642 [internal.py:wandb_internal():86] W&B internal server running at pid: 130642, started at: 2023-04-24 13:31:56.096307
2023-04-24 13:31:56,097 DEBUG   HandlerThread:130642 [handler.py:handle_request():144] handle_request: status
2023-04-24 13:31:56,101 INFO    WriterThread:130642 [datastore.py:open_for_write():85] open: /home/nina/Documents/GeoLifeCLEF/wandb/run-20230424_133156-latprvd7/run-latprvd7.wandb
2023-04-24 13:31:56,101 DEBUG   SenderThread:130642 [sender.py:send():375] send: header
2023-04-24 13:31:56,119 DEBUG   SenderThread:130642 [sender.py:send():375] send: run
2023-04-24 13:31:56,493 INFO    SenderThread:130642 [dir_watcher.py:__init__():219] watching files in: /home/nina/Documents/GeoLifeCLEF/wandb/run-20230424_133156-latprvd7/files
2023-04-24 13:31:56,493 INFO    SenderThread:130642 [sender.py:_start_run_threads():1124] run started: latprvd7 with start time 1682335916.097332
2023-04-24 13:31:56,493 DEBUG   SenderThread:130642 [sender.py:send_request():402] send_request: summary_record
2023-04-24 13:31:56,493 INFO    SenderThread:130642 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-24 13:31:56,496 DEBUG   HandlerThread:130642 [handler.py:handle_request():144] handle_request: check_version
2023-04-24 13:31:56,496 DEBUG   SenderThread:130642 [sender.py:send_request():402] send_request: check_version
2023-04-24 13:31:56,565 DEBUG   HandlerThread:130642 [handler.py:handle_request():144] handle_request: run_start
2023-04-24 13:31:56,568 DEBUG   HandlerThread:130642 [system_info.py:__init__():31] System info init
2023-04-24 13:31:56,568 DEBUG   HandlerThread:130642 [system_info.py:__init__():46] System info init done
2023-04-24 13:31:56,568 INFO    HandlerThread:130642 [system_monitor.py:start():181] Starting system monitor
2023-04-24 13:31:56,568 INFO    SystemMonitor:130642 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-24 13:31:56,568 INFO    HandlerThread:130642 [system_monitor.py:probe():201] Collecting system info
2023-04-24 13:31:56,569 INFO    SystemMonitor:130642 [interfaces.py:start():190] Started cpu monitoring
2023-04-24 13:31:56,569 INFO    SystemMonitor:130642 [interfaces.py:start():190] Started disk monitoring
2023-04-24 13:31:56,569 INFO    SystemMonitor:130642 [interfaces.py:start():190] Started gpu monitoring
2023-04-24 13:31:56,570 INFO    SystemMonitor:130642 [interfaces.py:start():190] Started memory monitoring
2023-04-24 13:31:56,571 INFO    SystemMonitor:130642 [interfaces.py:start():190] Started network monitoring
2023-04-24 13:31:56,619 DEBUG   HandlerThread:130642 [system_info.py:probe():195] Probing system
2023-04-24 13:31:56,624 DEBUG   HandlerThread:130642 [system_info.py:_probe_git():180] Probing git
2023-04-24 13:31:56,632 DEBUG   HandlerThread:130642 [system_info.py:_probe_git():188] Probing git done
2023-04-24 13:31:56,632 DEBUG   HandlerThread:130642 [system_info.py:probe():240] Probing system done
