BCE_loss,full_loss,weighted_loss,num_presences
0.32550997534185155,0.9422326832548755,0.9588208921766421,2261
0.32185190886699505,0.6416256157635467,0.6873845443349753,4529
0.3709807614691242,0.9381003632449885,0.9404681824297054,2162
0.5340860070099758,0.6680439471555675,0.6662307899703424,4508
0.43434863999967405,0.8087253192481856,0.8293010150350669,4539
0.05324727712787414,0.299852090896867,0.21124109183810674,632
0.2780573119870846,0.9963944571505449,0.9967442486210144,1305
0.3059720675177791,0.8548661517558784,0.8485256496566581,4539
0.33368092547753564,0.508699488835082,0.46255474845305355,4533
0.4230057842345978,0.9840429109496907,0.9889191552327145,631
0.4874915938130464,0.9976014346559068,0.9957184487783008,649
0.23935633575464088,0.9765772128060264,0.9823614474038203,156
0.5139599604991472,0.9539792620522488,0.9452262321572853,170
0.5566827682745328,0.44463139502101345,0.4784369857265557,4518
0.7867132867132867,0.9947552447552448,0.9873587950511027,246
0.5719543944698806,0.887703115180896,0.8958389442499327,254
0.3963236942389599,0.9957408652768438,0.9993275050437121,63
0.682398816727175,0.9983864461476402,0.9977141320424903,184
0.47776506996770723,0.954711607463222,0.9514374775744529,74
0.6333714362560516,0.9676237224314148,0.9816769768692846,61
0.4457369553523399,0.7588084991931145,0.949435180204411,7
0.0048406615570795175,0.3403254000268926,0.9037246201425306,6
0.2670431625655506,0.7782708081215544,0.8378378378378378,1087
0.6527236045729657,0.9645819323021744,0.950773369199731,1241
0.47011880744227746,0.484824030486438,0.7103788388253754,2
0.5830979284369116,0.9810667204735002,0.9857075598601023,235
0.6125112943845281,0.9493819328296518,0.931060999288694,244
0.22253302253302257,0.8642424242424243,0.8433462833462835,1573
0.5392020089285715,0.5289745612684729,0.3620545335591133,101
0.3975316115146623,0.9712133440947,0.991727199354318,26
0.515973903685768,0.9955945655098198,0.9918617164379876,771
0.4239200692382695,0.9404937974050257,0.9565763574681289,291
0.5488047729268097,0.6943590869183495,0.6744702290685609,574
0.5420853565326859,0.8529836570452297,0.8566759958636814,525
0.7119047619047619,0.738020365378856,0.7047918538484577,4515
0.42200396947189656,0.9150001023059768,0.9221901663495182,1007
0.22415040376850603,0.975328061911171,0.903221736204576,2716
0.48156620021528523,0.7715060997488339,0.7502242554718335,4530
0.33062326061585423,0.5337945506777988,0.3839606338091391,973
0.49513561981618465,0.9049092131809011,0.9275050437121721,1618
0.3637678235135863,0.9112859833198816,0.9495897228948076,64
0.5315630048465267,0.666188745288099,0.579530156165859,4535
0.28376116071428564,0.7323449045566504,0.7309401939655172,675
0.5002689256420599,0.7794137421003093,0.8310474653758235,132
0.44889868903026797,0.9030581260844419,0.8837020435704646,4512
0.7615974183138362,0.9834610730133118,0.9741831383622428,4443
0.5164950189215105,0.509343639517776,0.5077303703053061,4517
0.4838508030801328,0.9058640377770169,0.9128609613603124,3394
0.5703808370340466,0.8051117903762232,0.8360632101043889,559
0.3850936998910609,0.795427004663574,0.8109232897168807,2231
0.5198167856661727,0.9334141631864925,0.9343392159504244,1014
0.741390906645144,0.9328759752488567,0.9362389023405973,489
0.39904299770858603,0.8841204304736772,0.8654982583835246,121
0.40752525126981365,0.9573801099814672,0.9158594822419427,55
0.42120845108329974,0.9671645808101198,0.9711056000922775,397
0.6356057550087401,0.21621621621621623,0.20142530590291785,1474
0.46447012673984833,0.8227559871396913,0.8314165764780039,4536
0.4032197075015292,0.5927528777178446,0.70858310626703,12
0.8017079074771383,0.9716245293168371,0.9755917159763314,2818
0.4036843876177658,0.8903936742934051,0.8909825033647375,65
0.3312182855090035,0.4816606044276798,0.5620503839418025,13
0.4647902296191364,0.8702738487603129,0.8580822281859448,4497
0.45470985829138777,0.9040852476686807,0.8901331793953898,3536
0.4111873067096947,0.9965039666532204,0.9956971897270405,363
0.8614887602638309,0.9758005414217555,0.9822617071237343,30
0.40518519198907876,0.9444401069623094,0.9337300981329819,4494
0.7275783245932499,0.9025144547532608,0.8918918918918919,111
0.4404739391366434,0.6450357962987978,0.6264255803631733,1389
0.22590462738767825,0.9377017756255045,0.902996368038741,542
0.4852888410477216,0.5581494438464298,0.41085844994617865,994
0.24567649607825204,0.9147994268717038,0.9236968517139411,27
0.3497107882701104,0.9566182405165456,0.9794861447403821,21
0.3896287600880411,0.5731151870873075,0.6055957446808511,1369
0.535685419758321,0.6878955109179563,0.6697925499964666,4520
0.4995740865276844,0.8726742882761713,0.9366061421206008,19
0.41076874775744526,0.3647066738428418,0.8710531036957301,5
0.1925501818671696,0.4031478737258072,0.8701468408999057,1
0.5603135091496233,0.9095465554359528,0.9072367240760675,8
0.5813679245283019,0.9791666666666666,0.9759396525905961,10
0.43330642267671327,0.8769285970577683,0.8732283817725153,1448
0.6319182601669808,0.689688257473741,0.7272028458568991,4514
0.3474543276430069,0.8446316262353998,0.8364480383348308,2881
0.4520255419129907,0.44765234197362436,0.367900181900864,4534
0.27552177049232307,0.823608678075731,0.9065053861458341,1
0.1316745124411567,0.6066801165657925,0.5665097511768662,601
0.43882501465350104,0.830722755759953,0.8220809474427762,2976
0.4648899330551212,0.7222314045885868,0.7161780313377428,4534
0.9661735036987222,0.6085406859448554,0.5464021519838601,302
0.4244217068808819,0.5739834061391422,0.5456917529097891,4501
0.7154558597632601,0.8846096503117375,0.8837015451341828,4479
0.4651892765728142,0.39550047150747675,0.3840585567380664,227
0.27946716899892354,0.9666307857911733,0.9709589163975602,1725
0.18681909885675857,0.8893073301950236,0.9093925128894866,472
0.46591435964164457,0.5348633732669269,0.5103946994510999,1115
0.4260510392186393,0.6196738804306077,0.6244324662573536,4535
0.6461888255863908,0.48791459134618453,0.4863745941253185,1326
0.45705542103847185,0.78954802259887,0.742635189669088,4542
0.23672179642328894,0.9885034288019363,0.9824526018555869,18
0.8410683659439879,0.8918158495272923,0.9024444322951786,4499
0.45083007798443764,0.9330583199233111,0.9265668135771798,4418
0.3843113795565504,0.9369522008452171,0.9197005075162579,2514
0.39323638922278575,0.9034067254976692,0.8472514585593245,3102
0.3669490385908296,0.9943525615167407,0.990184214064811,52
0.5562994969215516,0.94687687430383,0.9390675300194621,25
0.1503026227303295,0.9806097287603677,0.9847791974893522,961
